FragmentID, NarrID, SessionStartDate, SessionEndDate, ServerEntryDate,2.1 Focus was on-Cumplir con los requerimientos de la IE,2.1 Focus was on-El desarrollo socio emocional del alumno,2.1 Focus was on-Estimular el aprendizaje y transmitir prácticas,2.1 Focus was on-X,2.1 Focus was on-Y,2.1 Focus was on-NA,2.2 Cultivating the student's-habilidades de vida prácticas,2.2 Cultivating the student's-discipline,2.2 Cultivating the student's-culture,2.2 Cultivating the student's-X,2.2 Cultivating the student's-Y,2.2 Cultivating the student's-NA,2.3 Estudiantes aprendieron a través de...-aprendizaje reflexivo,2.3 Estudiantes aprendieron a través de...-concrete experience,2.3 Estudiantes aprendieron a través de...-active experimentation,2.3 Estudiantes aprendieron a través de...-X,2.3 Estudiantes aprendieron a través de...-Y,2.3 Estudiantes aprendieron a través de...-NA,2.4 Un factor determinante fue-Tiempo y curriculum,"2.4 Un factor determinante fue-Recursos educativos (ej.. tecnología, fondos, etc.)",2.4 Un factor determinante fue-Habilidades y capacitación,2.4 Un factor determinante fue-X,2.4 Un factor determinante fue-Y,2.4 Un factor determinante fue-NA,2.5 Influencia de-Secretarías y Ministerio,2.5 Influencia de-Docentes,2.5 Influencia de-Estudiantes,2.5 Influencia de-X,2.5 Influencia de-Y,2.5 Influencia de-NA,2.6 Rol del docente-curiosidad,2.6 Rol del docente-Alcanzar objetivos,2.6 Rol del docente-Dar soporte emocional a los estudiantes,2.6 Rol del docente-X,2.6 Rol del docente-Y,2.6 Rol del docente-NA,3.1 Students encouraged to learn-Individual/de forma independiente,3.1 Students encouraged to learn-Socialmente/ en grupo,3.1 Students encouraged to learn-X,3.1 Students encouraged to learn-NA,3.2 Aprendizaje fue-Liderado por el maestro,3.2 Aprendizaje fue-Liderado por el estudiante,3.2 Aprendizaje fue-X,3.2 Aprendizaje fue-NA,3.3 Decisiones influenciadas por-Practicas establecidas,3.3 Decisiones influenciadas por-Necesidades emergentes,3.3 Decisiones influenciadas por-X,3.3 Decisiones influenciadas por-NA,1.1 Results,4.1 Entry is related to_La comunidad y las relaciones,4.1 Entry is related to_La filosofía de la institución,4.1 Entry is related to_Aprendizaje y crecimiento,4.1 Entry is related to_Los problemas como oportunidades,4.1 Entry is related to_Premios y reconocimiento,4.1 Entry is related to_Autonomía y soporte,4.1 Entry is related to_Desarrollo general del estudiante,4.1 Entry is related to_Crecimiento personal y logros,4.1 Entry is related to_Otro,Themes,4.2 Frequency,4.1 I am a...,4.2 Gender,4.3 Experience in education,4.4 Experience in institution,4.5 Levels taught_Preescolar,4.5 Levels taught_Básica primaria l,4.5 Levels taught_Básica secundaria,4.5 Levels taught_Media,4.5 Levels taught_Terciaria/Universitaria,4.6 Age,4.7 Professional qualifications,Ciudad,IE,FragmentEntry,Title,ProjectID,ApplicationName,SessionID,Language
16bbf756-19f7-11eb-8278-0242ac110003,,50:50.4,57:36.5,57:39.4,3.415.253.621.480.640,3.418.803.418.803.410,31.659.429.597.159.300,0.487534467,0.296068376,,21.853.642.298.265.400,6.025.641.025.641.020,17.889.947.445.324.200,0.480181526,0.521820513,,1.855.424.561.651.580,6.538.461.538.461.530,16.061.138.998.868.700,0.487534467,0.566230769,,19.597.483.424.459.500,6.623.931.623.931.620,14.163.200.336.224.200,0.472828585,0.573632479,,24.050.097.803.544.400,5.512.820.512.820.510,20.821.697.068.250.300,0.483857996,0.477410256,,23.349.368.793.991.900,5.726.495.726.495.720,1.938.567.394.105.070,0.480181526,0.49591453,,5.754.064.611.486.480,4.245.935.388.513.510,0.424593539,,5.703.388.935.810.810,42.966.110.641.891.800,0.429661106,,5.855.415.962.837.830,4.144.584.037.162.160,0.414458404,,Resultados positivos,1,,,,,,,,,PRUEBA,Rara vez,Docente,Mujer,De 3 a 5 años,De 3 a 5 años,,,,1,,Entre 51 y 60 años,Profesional no licenciado,Bogotá,Colegio Central de Comercio,PRUEBA,PRUEBA,6edb6b43-3a64-405b-b795-5a8cd9f196d5,WebCollector 2.4,,es
287d1204-19f7-11eb-8278-0242ac110003,,45:50.7,58:00.2,58:09.2,32.493.158.702.696.100,33.829.780.740.940.800,3.367.706.055.636.300,0.505919509,0.292965901,,4.533.526.898.366.340,26.595.744.680.851.000,28.068.986.335.485.400,0.413668587,0.230319149,,4.659.851.778.636.420,2.702.127.659.574.460,26.380.205.617.891.000,0.398908439,0.234004255,,25.471.878.860.400.500,4.787.234.042.553.190,2.665.578.071.406.750,0.505919509,0.414574468,,2.467.106.234.159.700,26.595.744.680.851.000,48.733.192.977.551.800,0.620310653,0.230319149,,17.330.250.745.666.800,6.489.360.403.507.310,1.777.614.521.926.000,0.502229472,0.561978611,,7.705.166.790.936.440,22.948.332.090.635.500,0.229483321,,8.093.680.304.449.950,19.063.196.955.500.400,0.19063197,,49.348.965.206.661.700,50.651.034.793.338.200,0.506510348,,Resultados positivos,,1,,1,,,,,,,Frequentemente,Docente,Mujer,De 11 a 20 años,De 11 a 20 años,,1,,,,Entre 31 y 40 años,Licenciado,Medellín,IE Álvaro Marín Velasco,Las clases virtuales por la plataforma Meet fue gratificante porque los estudiantes consideraban que aprendían mejor ya que la educación era más personalizada. Se favoreció la educación para algunos estudiantes con diagnóstico y de parte de las familias hubo mayor acompañamiento.,Educación personalizada,6edb6b43-3a64-405b-b795-5a8cd9f196d5,WebCollector 2.4,,es
60bbd06a-19f7-11eb-8278-0242ac110003,,44:51.9,59:39.4,59:43.5,1.634.091.454.768.580,14.102.564.102.564.100,6.955.652.134.975.000,0.766078034,0.122128205,,17.792.486.755.715.600,658.119.658.119.658,16.395.547.432.318.500,0.493015303,0.569931624,,15.772.434.614.440.600,6.837.605.533.436.830,15.851.510.051.191.000,0.500395377,0.592136639,,6.165.031.647.018.220,179.487.049.070.179,20.400.978.622.799.800,0.293753311,0.155435784,,1.799.118.757.120.090,196.581.066.164.196,62.350.705.812.379.400,0.721797591,0.170239203,,17.326.501.326.630.600,6.452.991.452.991.450,18.143.584.143.454.800,0.504085414,0.55882906,,13.485.908.508.300.700,9.865.140.914.916.990,0.986514091,,927.543.365.698.067,9.072.456.634.301.930,0.907245663,,3.692.340.850.830.070,9.630.765.914.916.990,0.963076591,,Resultados positivos,,,1,,,,,1,,,Frequentemente,Docente,Mujer,De 6 a 10 años,De 6 a 10 años,,1,,,,Entre 21 y 30 años,Licenciado,Medellín,Institucion Educativa San  Pablo  Sede  ciudad de  Medellín,Una experiencia significativa que me produjo resultados positivos ha sido el padrinaje entre los mismos estudiantes.,Reforzando conocimiento en equipo,6edb6b43-3a64-405b-b795-5a8cd9f196d5,WebCollector 2.4,,es
62631298-19f7-11eb-8278-0242ac110003,,51:56.5,59:41.3,59:46.3,8.703.189.809.577.670,641.025.641.025.641,8.488.655.378.016.590,0.88091682,0.055512821,,6.091.953.007.164.390,858.974.358.974.359,80.106.110.953.997,0.50959329,0.743871795,,7.870.484.932.755.150,8.675.213.675.213.670,53.773.783.151.080.900,0.487534467,0.751273504,,,,,,,1,11.867.468.341.503.200,11.111.111.111.111.100,7.702.142.054.738.560,0.825769761,0.096222222,,7.776.216.456.133.740,8.547.008.547.008.540,6.753.698.073.780.790,0.494887408,0.74017094,,7.206.767.314.189.180,2.793.232.685.810.810,0.279323269,,26.628.483.952.702.600,733.715.160.472.973,0.73371516,,2.325.010.557.432.430,7.674.989.442.567.560,0.767498944,,Resultados mixtos,,,,,,1,1,,,,Frequentemente,Docente,Mujer,De 11 a 20 años,De 6 a 10 años,,1,,,,Entre 51 y 60 años,Licenciado,Medellín,Institucion Educativa Fé  y Alegría Santo  Domingo  Savio,Elaboración de la maqueta del colegio.,Maqueta de mi colegio,6edb6b43-3a64-405b-b795-5a8cd9f196d5,WebCollector 2.4,,es
8b24ba60-19f7-11eb-8278-0242ac110003,,51:55.1,00:37.6,00:54.7,21.584.336.984.069.800,5.427.350.427.350.420,43.568.062.028.088.700,0.707048142,0.470008547,,3.826.323.705.413.280,47.008.547.008.547.000,14.728.215.937.320.100,0.382324894,0.407094017,,23.872.881.612.116.900,38.888.888.888.888.800,37.238.229.498.994.200,0.566826739,0.336777778,,6.587.266.448.272.960,4.615.384.615.384.610,4.725.888.739.788.080,0.703358105,0.399692308,,62.182.594.978.110.200,4.615.385.267.469.610,4.762.788.782.749.270,0.707048142,0.399692364,,2.756.292.177.291.090,3.888.888.236.803.880,3.354.819.585.905.020,0.52992637,0.336777721,,5.365.540.787.980.360,4.634.459.212.019.630,0.463445921,,4.808.108.355.547.930,5.191.891.644.452.060,0.519189164,,328.783.808.527.766,671.216.191.472.234,0.671216191,,Resultados positivos,,,1,1,,,,,,,Una vez cada tanto,Docente,Mujer,De 6 a 10 años,De 3 a 5 años,,1,,,,Entre 51 y 60 años,Licenciado,Medellín,Institucion Educativa Dinamarca,En este tiempo de pandemia me ha parecido muy enriquecedor que los chicos y chicas mas tímidos se arriesgan a preparar una clase y compartirla con sus compañeras utilizando las tecnologías.,mis logros,6edb6b43-3a64-405b-b795-5a8cd9f196d5,WebCollector 2.4,,es
bd426cea-19f7-11eb-8278-0242ac110003,,48:53.6,02:15.5,02:18.8,16.047.735.199.849.200,9.487.179.487.179.480,35.234.316.082.202.100,0.50959329,0.821589744,,2.861.686.541.603.830,952.991.452.991.453,18.391.681.592.508.800,0.494887408,0.825290598,,19.724.205.788.084.600,9.487.179.487.179.480,31.557.845.493.966.700,0.50591682,0.821589744,,0.869479402,9.487.179.487.179.480,4.258.725.725.867.270,0.516946232,0.821589744,,15.293.587.386.877.800,38.461.538.461.538.400,9.462.448.741.515.830,0.965475643,0.033307692,,0.049343656,9.871.794.871.794.870,12.327.076.263.197.500,0.50591682,0.854897436,,5.994.505.494.505.490,4.005.494.505.494.500,0.400549451,,51.593.406.593.406.500,4.840.659.340.659.340,0.484065934,,6.785.714.285.714.280,32.142.857.142.857.100,0.321428571,,Resultados mixtos,1,,,1,,,,,,Resiliencia como capacidad de renombrarse como sujetos de oportunidades,Frequentemente,Docente,Hombre,Más de 20 años,De 3 a 5 años,,1,,,,Entre 51 y 60 años,Especialista,Medellín,Institucion Educativa Kennedy,"Este ha sido un momento que todos recordaremos siempre en nuestra historia de vida pues existe un antes y un después, yo esencialmente compartiría la capacidad de resiliencia de muchos estudiantes, en especial de aquellos que tuvieron que reinventarse; tanto estudiantes como docentes.El recuerdo se convirtió en algo esencial así como la tecnología para todos",#micpacidaddecambio,6edb6b43-3a64-405b-b795-5a8cd9f196d5,WebCollector 2.4,,es
c7fd9844-19f7-11eb-8278-0242ac110003,,50:43.5,02:34.0,02:36.8,62.836.322.429.612.700,68.376.068.376.068.300,8.687.876.091.943.180,0.902975643,0.059213675,,20.069.856.869.029.700,9.700.854.700.854.700,0.984467305,0.494887408,0.840094017,,33.750.324.047.888.300,3.205.128.205.128.200,3.419.839.390.082.950,0.502240349,0.277564103,,13.972.797.652.714.900,7.307.692.307.692.300,12.950.279.270.361.900,0.494887408,0.632846154,,0.124758437,8.974.358.974.358.970,10.131.651.819.381.500,0.550034467,0.777179487,,7.112.777.502.828.050,15.384.615.384.615.300,13.487.609.587.104.000,0.211799173,0.133230769,,9.364.352.640.545.140,6.356.473.594.548.550,0.063564736,,5.568.568.994.889.260,9.443.143.100.511.070,0.94431431,,0.117120954,998.828.790.459.966,0.99882879,,Resultados positivos,,,1,1,,,,,,,Una vez cada tanto,Docente,Mujer,De 3 a 5 años,De 3 a 5 años,,1,,,,Entre 31 y 40 años,Especialista,Medellín,Institucion Educativa Barrio Santander,"Uso de fichas interactivas de las diferentes áreas, estas fichas consisten en que los estudiantes realizan los ejercicios en línea, una vez finalizan, la misma plataforma les otorga una valoración, esto les ha motivado mucho, por el tema de uso de Internet y porque pueden conocer de antemano su calificación.",#motivacion,6edb6b43-3a64-405b-b795-5a8cd9f196d5,WebCollector 2.4,,es
ee0afbda-19f7-11eb-8278-0242ac110003,,51:51.0,03:27.5,03:40.6,11.521.000.963.934.600,49.572.649.572.649.500,3.890.634.946.341.570,0.636926742,0.429299145,,28.747.605.310.467.000,10.691.396.599.141.900,60.560.998.090.390.900,0.659066964,0.092587495,,6.905.009.548.564.910,1.495.726.495.726.490,15.992.639.557.085.900,0.23471272,0.129529915,,11.521.000.963.934.600,49.572.649.572.649.500,3.890.634.946.341.570,0.636926742,0.429299145,,7.909.022.536.458.080,4.572.649.572.649.570,46.364.481.737.046.100,0.692277296,0.395991453,,5.566.898.090.527.250,13.675.213.675.213.600,30.655.805.419.513.700,0.374934123,0.11842735,,19.317.340.850.830.000,8.068.265.914.916.990,0.806826591,,48.848.060.223.696.000,51.151.939.776.303.900,0.511519398,,2.088.913.917.541.500,7.911.086.082.458.490,0.791108608,,Resultados positivos,,,,1,,,,1,,,Frequentemente,Docente,Mujer,De 6 a 10 años,De 3 a 5 años,,1,,,,Entre 31 y 40 años,Magister,Medellín,Institucion Educativa La  Esperanza R.  Sección  Comuneros,"Proyectar una película de una historia de la vida real ""escritores de la libertad"" como medio de diálogo frente a una pelea del día anterior entre dos estudiantes. Elementos positivos: el grupo entero se sintió identificado con las diversas situaciones de drogas, conflictos personales, familiares, sociales, rivalidades así como dársena cuenta que pueden lograr cosas increíbles cuando se dan la oportunidad de ver otras alternativas y modos de reacción. Se dieron cuenta de lo valioso que tenía cada uno y como grupo con tanta diversidad. Se generaron reflexiones muy profundas, hubo perdón y finalmente se unieron más como grupo.",#espejos,6edb6b43-3a64-405b-b795-5a8cd9f196d5,WebCollector 2.4,,es
f88b3d18-19f7-11eb-8278-0242ac110003,,49:12.6,03:53.9,03:58.2,29.816.186.290.221.200,25.213.675.213.675.200,4.497.013.849.610.350,0.575769761,0.218350427,,,,,,,1,27.644.869.045.374.500,27.350.427.350.427.300,45.004.703.604.198.000,0.586799173,0.236854701,,,,,,,1,,,,,,1,28.901.782.066.993.400,2.777.777.777.777.770,4.332.044.015.522.870,0.57209329,0.240555556,,30.344.700.168.918.900,6.965.529.983.108.100,0.696552998,,38.283.889.358.108.100,61.716.110.641.891.800,0.617161106,,24.730.785.472.973.000,975.269.214.527.027,0.975269215,,Resultados positivos,,,1,1,,,,,,,Frequentemente,Docente,Mujer,De 11 a 20 años,De 3 a 5 años,,1,,,,Entre 51 y 60 años,Licenciado,Medellín,Institucion Educativa Rodrigo  Correa  Palacio,"Una vez los estudiantes del aula de aceleración tenían en común la dificultad para realizar ejercicios de multiplicación, TODOS coincidían en que no podían o se les dificultaba aprender de manera técnica o memorizar. Por lo que acudi a el juego, realizamos unos dados con material reciclable y en la cancha de la institución realizamos un juego grupal sonde era necesario tirar los dados y realizar operaciones como suma resta y MULTIPLICACIÓN y para ellos fue de mucho agrado ver en la forma que lograron realizar estos ejercicios.",#jugandoaprendemos,6edb6b43-3a64-405b-b795-5a8cd9f196d5,WebCollector 2.4,,es
29d0471a-19f8-11eb-8278-0242ac110003,,52:58.2,05:17.4,05:20.9,15.176.291.870.915.000,61.111.111.111.111.100,23.712.597.017.973.800,0.542681526,0.529222222,,15.961.862.509.426.800,5.512.820.512.820.510,28.909.932.362.368.000,0.564740349,0.477410256,,28.955.200.870.412.200,4.017.094.017.094.010,30.873.858.958.647.500,0.50959329,0.347880342,,1.247.707.115.698.840,7.606.837.606.837.600,11.454.552.774.635.400,0.494887408,0.658752137,,1.185.804.149.384.110,5.598.290.598.290.590,32.159.052.523.252.800,0.601505055,0.484811966,,14.491.274.274.132.700,5.512.820.512.820.510,3.038.052.059.766.210,0.579446232,0.477410256,,24.432.538.006.756.700,7.556.746.199.324.320,0.75567462,,1.666.226.773.648.640,8.333.773.226.351.350,0.833377323,,18.182.538.006.756.700,8.181.746.199.324.320,0.81817462,,Resultados positivos,,,1,,,,1,,,,Frequentemente,Docente,Mujer,De 11 a 20 años,De 3 a 5 años,,1,,,,Entre 31 y 40 años,Especialista,Medellín,Institucion Educativa Francisco   Miranda,"Consiste en trabajar los proyectos del grado Aceleración del Aprendizaje, a través de un personaje creado y diseñado para motivar a los estudiantes por medio de los ""Retos de Pachito"", este les envía mensajes a los estudiantes relacionadas con temáticas o con necesidades identificadas en el transcurso del proceso académico; además se complementa con actividades basadas en técnicas de gamificación apoyadas en la herramienta de Genial.ly.https://www.youtube.com/watch?v=MnPSiiowz2U&t=12shttps://view.genial.ly/5ec6edee7073910d94ca9054/game-breakout-actividad-final-semana-4-cristy-j-cano",Retos de pachito,6edb6b43-3a64-405b-b795-5a8cd9f196d5,WebCollector 2.4,,es
2dbbf9fa-19f8-11eb-8278-0242ac110003,,53:04.7,05:25.3,05:27.5,11.603.516.606.963.300,17.521.367.521.367.500,7.087.511.587.166.910,0.796357996,0.151735043,,7.385.527.628.519.350,1.581.196.581.196.580,10.332.757.902.840.600,0.182387408,0.136931624,,7.230.613.098.604.820,641.025.641.025.641,21.283.612.603.695.300,0.244887408,0.055512821,,7.047.206.903.594.780,7.222.222.222.222.220,20.730.570.874.183,0.56841682,0.625444444,,9.702.435.661.764.700,50,4.029.756.433.823.520,0.652975643,0.433,,7.181.907.719.017.090,8.119.658.119.658.120,20.061.264.690.170.900,0.241210938,0.070316239,,37.608.213.682.432.400,62.391.786.317.567.500,0.623917863,,5.466.902.449.324.320,4.533.097.550.675.670,0.453309755,,5.585.145.692.567.560,4.414.854.307.432.430,0.441485431,,Resultados interesantes,,,1,,,,1,,,conocimientos y practica,Rara vez,Docente,Mujer,De 11 a 20 años,De 3 a 5 años,,1,,,,Entre 51 y 60 años,Licenciado,Medellín,Institucion Educativa La  Milagrosa,Los seres vivos y en su medio,#losseres,6edb6b43-3a64-405b-b795-5a8cd9f196d5,WebCollector 2.4,,es
454cae20-19f8-11eb-8278-0242ac110003,,58:11.4,06:02.3,06:07.0,9.087.697.880.704.290,8.248.060.829.619.050,843.169.382.310.513,0.49671998,0.714282068,,2.676.853.566.490.510,15.384.615.384.615.300,5.784.684.895.047.940,0.655391566,0.133230769,,984.640.490.513.603,7.948.717.948.717.940,10.666.415.607.684.400,0.504100054,0.688358974,,13.789.540.490.338.000,7.307.692.307.692.300,13.133.536.432.738.800,0.49671998,0.632846154,,18.611.819.482.358.700,13.247.863.247.863.200,6.814.031.726.977.800,0.747642489,0.114726496,,1.188.617.530.284.000,7.393.162.393.162.390,14.182.200.765.536.000,0.511480127,0.640247863,,824.683.891.547.905,9.175.316.108.452.090,0.917531611,,554.995.861.682.263,4.450.041.383.177.360,0.445004138,,565.984.872.671.274,434.015.127.328.726,0.434015127,,Resultados positivos,,,1,,,,,1,,,Frequentemente,Docente,Mujer,Más de 20 años,De 3 a 5 años,,1,,,,Entre 51 y 60 años,Licenciado,Medellín,Institucion Educativa Manuela Beltrán,Trabajo con familia en clase y adecuar las actividades con lo que hay en casa,Compartir con familia,6edb6b43-3a64-405b-b795-5a8cd9f196d5,WebCollector 2.4,,es
8da50ad2-19f8-11eb-8278-0242ac110003,,51:35.6,08:05.3,08:08.4,1.644.263.174.019.600,6.666.666.666.666.660,16.890.701.593.137.200,0.502240349,0.577333333,,34.271.942.951.860.200,3.247.863.247.863.240,3.324.942.456.950.720,0.494887408,0.281264957,,44.864.577.441.553.500,28.205.128.205.128.200,26.930.294.353.318.200,0.410328585,0.24425641,,1.733.189.770.299.140,1.709.401.709.401.700,6.557.408.520.299.140,0.741210938,0.148034188,,20.866.965.576.294.600,4.017.094.017.094.010,38.962.094.252.765.200,0.590475643,0.347880342,,21.507.991.217.320.200,38.888.888.888.888.800,3.960.311.989.379.080,0.590475643,0.336777778,,5.044.605.152.027.020,4.955.394.847.972.970,0.495539485,,61.256.862.331.081.000,3.874.313.766.891.890,0.387431377,,34.905.510.979.729.700,6.509.448.902.027.020,0.65094489,,Resultados positivos,,,,1,,,,1,,,Rara vez,Docente,Mujer,De 11 a 20 años,De 6 a 10 años,,1,,,,Entre 51 y 60 años,Licenciado,Medellín,Institucion Educativa Juvenil Nuevo Futuro 12 de octubre,"durante una actividad en el aula, la estudiante X se muestra irritable y desorientada. Se le indaga por su comportamiento y esta responde en forma despectiva. Al notar que esto no es habitual en ella se opta por permitir que se ausente de la actividad y se quede en un rincón del aula para observarla. Allí la joven parece tener un monologo. Como la situación continua se pide apoyo de coordinación. luego de varias conversaciones con la joven y la familia se descubre que esta consumiendo medicamentos psiquiátricos recetados para un primo...Se hace intervención familiar con el acompañadas del equipo profesional de la institución y la joven retoma clases a las semanas siguientes. La joven pide disculpas por la situación generada y se muestra mas responsable y comprometida con su proceso académico al sentir que fue escuchada. fue una experiencia muy gratificante",escuchemonos,6edb6b43-3a64-405b-b795-5a8cd9f196d5,WebCollector 2.4,,es
a60f1d2e-19f8-11eb-8278-0242ac110003,,56:06.3,08:43.9,08:49.4,1.604.041.957.327.800,14.529.914.529.914.500,6.942.966.589.680.740,0.766946232,0.12582906,,631.338.082.107.843,16.666.666.666.666.600,20.199.525.122.549.000,0.285328585,0.144333333,,19.999.695.591.377.500,1.837.606.837.606.830,61.624.236.032.554.000,0.708122702,0.159136752,,1.705.851.912.078.930,1.837.606.837.606.830,6.456.541.250.314.220,0.737534467,0.159136752,,1.711.822.248.931.620,17.521.367.521.367.500,6.536.040.998.931.620,0.741210938,0.151735043,,13.605.150.593.891.400,7.307.692.307.692.300,13.317.926.329.185.500,0.498563879,0.632846154,,649.730.785.472.973,350.269.214.527.027,0.350269215,,6.564.875.422.297.290,3.435.124.577.702.700,0.343512458,,37.946.051.520.270.200,62.053.948.479.729.700,0.620539485,,Resultados positivos,,,1,,,,,1,,,Rara vez,Docente,Mujer,De 6 a 10 años,De 3 a 5 años,,1,,,,Entre 31 y 40 años,Licenciado,Medellín,Institucion Educativa El Diamante,mi experiencia es un estudiante que le gusta la motivacion y la participacion en todos los eventos institucinales...se gano un premio por ser el mejor trovador del colegio.,estudiante que se destaca por su liderazgo.,6edb6b43-3a64-405b-b795-5a8cd9f196d5,WebCollector 2.4,,es
b18a3f58-19f8-11eb-8278-0242ac110003,,52:02.6,09:04.4,09:08.6,25.143.151.883.765.800,0.427343907,9.705.834.090.512.300,0.972720129,0.003700798,,0.766275217,17.094.017.094.017.100,9.752.432.307.378.300,0.983790239,0.014803419,,0.435906529,38.461.538.461.538.400,9.571.793.962.533.310,0.976410165,0.033307692,,2.145.310.683.233.440,0.427345537,9.742.734.378.005.360,0.976410165,0.003700812,,5.835.345.138.283.670,0.427350427,937.373.044.343.659,0.939509796,0.003700855,,34.076.510.448.120.600,0.854694334,957.376.546.213.371,0.961650018,0.007401653,,4.506.134.986.877.440,9.549.386.501.312.250,0.95493865,,2.119.731.216.979.530,9.788.026.878.302.040,0.978802688,,29.436.349.868.774.400,9.705.636.501.312.250,0.97056365,,Resultados positivos,1,,,1,,,,,,,Rara vez,Docente,Mujer,,De 6 a 10 años,,1,,,,Entre 31 y 40 años,Profesional no licenciado,Medellín,Institucion Educativa Fé  y alegría  Popular 1,Se  realizó en el segundo semestre leo un libro con mis estudiantes  en aceleración fue el cuento de  el misterio del pollo en la batea integrando las áreas de conocimiento. Y se  hizo la transferencia en una obra de títeres en donde salieron premiados a nivel institucional,El misterio del pollo en labatea,6edb6b43-3a64-405b-b795-5a8cd9f196d5,WebCollector 2.4,,es
cd6fa2ee-19f8-11eb-8278-0242ac110003,,53:06.9,09:53.4,09:55.4,20.675.286.340.497.700,1.923.076.923.076.920,6.009.394.442.873.300,0.69709329,0.166538462,,2.123.775.491.767.210,5.854.700.854.700.850,2.021.523.653.531.920,0.494887408,0.507017094,,23.437.352.705.505.200,21.794.871.794.871.700,5.476.777.549.962.290,0.656652114,0.18874359,,21.907.061.101.684.200,22.649.572.649.572.600,5.544.336.624.874.300,0.667681526,0.196145299,,1.760.527.628.519.350,658.119.658.119.658,16.582.757.902.840.600,0.494887408,0.569931624,,5.924.366.240.887.380,1.709.401.709.401.700,236.623.204.971.091,0.32209329,0.148034188,,0.44605152,9.955.394.847.972.970,0.995539485,,9.892.578.125,107.421.875,0.010742188,,9.858.794.341.216.210,1.412.056.587.837.830,0.014120566,,Resultados positivos,,,1,,,,,1,,,Frequentemente,Docente,Mujer,De 11 a 20 años,De 6 a 10 años,,1,,,,Entre 31 y 40 años,Especialista,Medellín,Institucion Educativa Aures,En general mi experienciaViaje de inmersión experiencia significativa realizada con los estudiantes de Aceleración para un transito exitoso a los posibles grados para ser promovidos. Los estudiantes viajan a los grados comparten con los profesores y estudiantes de los grados por ejemplo de sexto pasan la jornada escolar con ellos para tener la experiencia de como será sus vivencias escolares el próximo año.,#viajedeinmersión,6edb6b43-3a64-405b-b795-5a8cd9f196d5,WebCollector 2.4,,es
e5c5fe4c-19f8-11eb-8278-0242ac110003,,52:42.7,10:31.6,10:36.2,3.322.870.514.391.650,3.162.393.162.393.160,3.514.736.323.215.180,0.50959329,0.273863248,,1.610.954.978.946.700,6.880.341.880.341.880,15.087.031.407.114.100,0.494887408,0.595837607,,3.347.694.546.568.620,33.333.333.333.333.300,3.318.972.120.098.030,0.498563879,0.288666667,,15.955.577.944.318.700,6.837.606.837.606.830,15.668.353.679.612.800,0.498563879,0.592136752,,34.605.024.902.589.200,30.341.880.341.880.300,3.505.309.475.553.040,0.502240349,0.262760684,,32.374.004.289.215.600,33.333.333.333.333.300,3.429.266.237.745.090,0.50959329,0.288666667,,8.963.524.070.945.940,1.036.475.929.054.050,0.103647593,,9.757.442.989.864.860,24.255.701.013.513.500,0.024255701,,0.108213682,9.989.178.631.756.750,0.998917863,,Resultados positivos,,,,,,,1,1,,,Una vez cada tanto,Docente,Mujer,De 11 a 20 años,De 6 a 10 años,,1,,,,Entre 51 y 60 años,Licenciado,Medellín,Institucion Educativa Manuela Beltrán,"Los desayunos virtuales con mi familia en la escuela, consiste, en hacer un desayuno típico de nuestra región e invitar a nuestro familiar que en ese momento este en nuestra casa. Esto fue realizado cuando estábamos estudiando las regiones de nuestro país.",Desayuno virtual.,6edb6b43-3a64-405b-b795-5a8cd9f196d5,WebCollector 2.4,,es
e604b704-19f8-11eb-8278-0242ac110003,,56:26.9,10:32.2,10:36.7,16.242.322.278.992.000,20.940.170.940.170.900,6.281.750.678.083.700,0.732875923,0.18134188,,15.751.894.297.789.100,7.136.752.136.752.130,12.880.584.334.689.400,0.48564345,0.618042735,,11.945.163.922.793.000,7.307.692.307.692.300,14.977.913.000.283.800,0.515163745,0.632846154,,12.761.229.775.759.300,6.923.076.923.076.920,18.008.000.993.471.400,0.526233856,0.599538462,,13.367.562.762.166.000,25.213.675.213.675.200,614.187.620.241.587,0.740255996,0.218350427,,12.217.185.873.781.800,717.948.717.948.718,15.987.942.331.346.300,0.518853782,0.62174359,,1.146.320.093.457.940,9.885.367.990.654.200,0.988536799,,0.211740654,997.882.593.457.944,0.997882593,,6.376.314.252.336.440,36.236.857.476.635.500,0.362368575,,Resultados mixtos,,,1,,,,1,,,,Frequentemente,Docente,Mujer,De 11 a 20 años,De 1 a 2 años,,1,,,,Entre 51 y 60 años,Especialista,Medellín,Institucion Educativa Antonio Derka 1,La lectura como momentos maravillos para la práctica cotidiana.,La lectura un mundo maravilloso,6edb6b43-3a64-405b-b795-5a8cd9f196d5,WebCollector 2.4,,es
